
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

     583     31.390       0.0197631       12   ->    48  
     584     31.393       0.0197029       12   ->    49  
     585     31.422       0.0279986       12   ->    50  
     586     31.445       0.0200941       16   ->    51  
     587     31.485       0.0038957       19   ->    52  
     588     31.487       0.0038146       19   ->    53  
     589     31.536       0.0000037       22   ->    54  
     590     31.562       0.0097079       18   ->    52  
     591     31.562       0.0031132       17   ->    52  
     592     31.564       0.0030587       18   ->    53  
     593     31.565       0.0094766       17   ->    53  
     594     31.715       0.0179400        9   ->    46  
     595     31.715       0.0179449        8   ->    46  
     596     31.716       0.0137011        3   ->    42  
     597     31.756       0.0000095        3   ->    43  
     598     31.774       0.0078249       15   ->    51  
     599     31.774       0.0079131       14   ->    51  
     600     31.807       0.0005703       11   ->    48  
     601     31.810       0.0005235       11   ->    49  
     602     31.838       0.0000075       11   ->    50  
     603     32.011       0.0254760        3   ->    44  
     604     32.011       0.0254643        3   ->    45  
     605     32.050       0.0000001       13   ->    51  
     606     32.159       0.0045790        7   ->    46  
     607     32.190       0.0031787       16   ->    52  
     608     32.192       0.0031449       16   ->    53  
     609     32.291       0.0002626       21   ->    54  
     610     32.292       0.0002601       20   ->    54  
     611     32.398       0.0163777       19   ->    54  
     612     32.398       0.2263339       12   ->    51  
     613     32.475       0.0005434       18   ->    54  
     614     32.475       0.0005501       17   ->    54  
     615     32.519       0.0187083       15   ->    52  
     616     32.519       0.0002298       14   ->    52  
     617     32.521       0.0002202       15   ->    53  
     618     32.521       0.0181397       14   ->    53  
     619     32.795       0.0000276       13   ->    52  
     620     32.797       0.0000261       13   ->    53  
     621     32.814       0.0000051       11   ->    51  
     622     32.837       0.0008628       29   ->    55  
     623     32.838       0.0063189       28   ->    55  
     624     32.840       0.0063073       29   ->    56  
     625     32.840       0.0008602       28   ->    56  
     626     32.919       0.0000012       10   ->    47  
     627     33.032       0.0003456       27   ->    55  
     628     33.034       0.0003452       27   ->    56  
     629     33.070       0.0000013        2   ->    42  
     630     33.089       0.0003602       26   ->    55  
     631     33.092       0.0003597       26   ->    56  
     632     33.103       0.0000003       16   ->    54  
     633     33.110       0.0033225        2   ->    43  
     634     33.143       0.0226368       12   ->    52  
     635     33.145       0.0227167       12   ->    53  
     636     33.365       0.0006405        2   ->    44  
     637     33.365       0.0006355        2   ->    45  
     638     33.414       0.0001646       10   ->    48  
     639     33.417       0.0010601       10   ->    49  
     640     33.431       0.0002684       15   ->    54  
     641     33.431       0.0002783       14   ->    54  
     642     33.445       0.0628847       10   ->    50  
     643     33.559       0.1440058       11   ->    52  
     644     33.561       0.1440398       11   ->    53  
     645     33.631       0.0076403        9   ->    47  
     646     33.631       0.0076954        8   ->    47  
     647     33.678       0.0001525        1   ->    42  
     648     33.708       0.0299119       13   ->    54  
     649     33.718       0.0000005        1   ->    43  
     650     33.767       0.0044267       25   ->    55  
     651     33.769       0.0043843       25   ->    56  
     652     33.973       0.0008571        1   ->    44  
     653     33.973       0.0008615        1   ->    45  
     654     34.055       0.0000014       12   ->    54  
     655     34.075       0.0577647        7   ->    47  
     656     34.092       0.0000753       24   ->    55  
     657     34.092       0.0000018       23   ->    55  
     658     34.095       0.0000017       24   ->    56  
     659     34.095       0.0000718       23   ->    56  
     660     34.126       0.0228096        9   ->    48  
